cluster,en,pt
0,22.35378777966767,77.64621222033233
1,98.0288257736329,1.9711742263671048
2,0.0,100.0
3,0.0,100.0
4,99.91554054054053,0.08445945945945946
5,90.20551240635095,9.794487593649048
6,0.23866348448687352,99.76133651551312
7,6.23827392120075,93.76172607879924
