silhouette,calinski_harabasz,davies_bouldin,n_clusters,method,eps,n_noise
0.0035419920687573317,526.4567803661677,5.229126117845594,8,PCA_KMeans_Baseline,,
0.21029995381832123,12205.7255859375,1.2034712432889214,8,VAE_KMeans,,
0.18354834616184235,10264.4541015625,1.447465207378177,8,VAE_Agglomerative,,
0.6057217717170715,85.79632568359375,0.4094567059323102,2,VAE_DBSCAN,0.0012012790655717253,2567.0
0.7133641242980957,11247.2275390625,0.45902981356587697,2,VAE_HDBSCAN,,17697.0
